"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
201,10.0434782608696,5.39285714285714,23,59,2.11371175342645e-05,1.67465707967551e-10,"WyHash","SahlinMod",1
