"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
179,9,4.51515151515152,25,59,0.000255329800191495,1.92264371090545e-09,"WyHash","GuoPibri",1
