"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
178,11.0869565217391,5.25806451612903,23,59,4.74459247556958e-07,5.77129455336944e-10,"XXHash","Shen",1
