"TimeofExecution","E-hits_metric","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","Sample"
16613,3.38168187744459,6136,9960,0,1,1
21476,3.42833849665743,6133,9960,0,1,2
14835,3.4765586445139,6079,9960,0,1,3
14099,3.37412530512612,6145,9960,0,1,4
13896,3.38203709729906,6146,9960,0,1,5
14017,3.35845379243138,6157,9960,0,1,6
13868,3.38086730550593,6157,9960,0,1,7
13849,3.47423868312757,6075,9960,0,1,8
13756,3.43049400951912,6093,9960,0,1,9
13992,3.5264116575592,6039,9960,0,1,10
