"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
146,5.20689655172414,6.10344827586207,29,59,5.80021926044338e-08,1.27369226277096e-11,"NoHash","GuoPibri",1
