"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
167,6.48148148148148,6.32142857142857,27,59,6.19159468140396e-09,8.45878922461907e-13,"XXHash","SahlinMod",1
