"TimeofExecution","E-hits_metric","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","Sample"
23066,255.408231368187,899,9960,0,0,1
20119,236.139844617092,901,9960,0,0,2
19654,241.333333333333,894,9960,0,0,3
20093,236.120454545455,880,9960,0,0,4
17594,233.361512791991,899,9960,0,0,5
17512,249.968289920725,883,9960,0,0,6
17382,252.258064516129,899,9960,0,0,7
19112,240.747428571429,875,9960,0,0,8
26599,244.259301014656,887,9960,0,0,9
19582,232.339021615472,879,9960,0,0,10
