"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
245,4.81818181818182,2.06666666666667,33,56,4.74459247556958e-07,1.67465707967551e-10,"WyHash","MAMod",1
