"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
371,6.24137931034483,4.76666666666667,29,59,5.80021926044338e-08,4.69738692387978e-11,"XXHash","XorVar",1
