"TimeofExecution","E-hits_metric","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","Sample"
238659,4.44444444444444,5562,9960,0,2.27203811320464e-11,1
241738,4.36070225217237,5639,9960,0,1.34501854098801e-10,2
238767,4.24555222828959,5677,9960,0,3.1936575606295e-10,3
228819,4.23738350624231,5687,9960,0,2.27203811320464e-11,4
294085,4.27636234961076,5652,9960,0,1.23794308137803e-11,5
326615,4.33061369279886,5638,9960,0,5.04840613757551e-11,6
256876,4.5511640498105,5541,9960,0,1.51688661631511e-11,7
229959,4.24256292906179,5681,9960,0,1.48185574921911e-10,8
219838,4.33794817181399,5634,9960,0,4.13993284098524e-11,9
228519,4.402767920511,5636,9960,0,2.63901012154122e-10,10
