TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
6864,60,2,15,25,50,18446744073709551615,SahlinBitCount,1
6386,60,2,15,25,50,18446744073709551615,SahlinBitCount,2
23155,60,2,15,25,50,18446744073709551615,SahlinBitCount,3
7251,60,2,15,25,50,18446744073709551615,SahlinBitCount,4
8352,60,2,15,25,50,18446744073709551615,SahlinBitCount,5
41928,60,2,15,25,50,18446744073709551615,SahlinBitCount,6
8558,60,2,15,25,50,18446744073709551615,SahlinBitCount,7
10596,60,2,15,25,50,18446744073709551615,SahlinBitCount,8
34166,60,2,15,25,50,18446744073709551615,SahlinBitCount,9
6508,60,2,15,25,50,18446744073709551615,SahlinBitCount,10
12764,60,2,15,25,50,18446744073709551615,SahlinBitCount,11
6075,60,2,15,25,50,18446744073709551615,SahlinBitCount,12
62437,60,2,15,25,50,18446744073709551615,SahlinBitCount,13
7840,60,2,15,25,50,18446744073709551615,SahlinBitCount,14
7075,60,2,15,25,50,18446744073709551615,SahlinBitCount,15
5647,60,2,15,25,50,18446744073709551615,SahlinBitCount,16
74776,60,2,15,25,50,18446744073709551615,SahlinBitCount,17
9961,60,2,15,25,50,18446744073709551615,SahlinBitCount,18
10730,60,2,15,25,50,18446744073709551615,SahlinBitCount,19
6141,60,2,15,25,50,18446744073709551615,SahlinBitCount,20
42777,60,2,15,25,50,18446744073709551615,SahlinBitCount,21
11235,60,2,15,25,50,18446744073709551615,SahlinBitCount,22
5485,60,2,15,25,50,18446744073709551615,SahlinBitCount,23
5810,60,2,15,25,50,18446744073709551615,SahlinBitCount,24
44090,60,2,15,25,50,18446744073709551615,SahlinBitCount,25
9782,60,2,15,25,50,18446744073709551615,SahlinBitCount,26
8947,60,2,15,25,50,18446744073709551615,SahlinBitCount,27
5742,60,2,15,25,50,18446744073709551615,SahlinBitCount,28
74995,60,2,15,25,50,18446744073709551615,SahlinBitCount,29
16776,60,2,15,25,50,18446744073709551615,SahlinBitCount,30
14160,60,2,15,25,50,18446744073709551615,SahlinBitCount,31
6988,60,2,15,25,50,18446744073709551615,SahlinBitCount,32
77290,60,2,15,25,50,18446744073709551615,SahlinBitCount,33
7063,60,2,15,25,50,18446744073709551615,SahlinBitCount,34
9386,60,2,15,25,50,18446744073709551615,SahlinBitCount,35
99088,60,2,15,25,50,18446744073709551615,SahlinBitCount,36
10569,60,2,15,25,50,18446744073709551615,SahlinBitCount,37
8066,60,2,15,25,50,18446744073709551615,SahlinBitCount,38
13686,60,2,15,25,50,18446744073709551615,SahlinBitCount,39
108341,60,2,15,25,50,18446744073709551615,SahlinBitCount,40
12012,60,2,15,25,50,18446744073709551615,SahlinBitCount,41
6357,60,2,15,25,50,18446744073709551615,SahlinBitCount,42
5075,60,2,15,25,50,18446744073709551615,SahlinBitCount,43
55817,60,2,15,25,50,18446744073709551615,SahlinBitCount,44
10698,60,2,15,25,50,18446744073709551615,SahlinBitCount,45
5738,60,2,15,25,50,18446744073709551615,SahlinBitCount,46
48602,60,2,15,25,50,18446744073709551615,SahlinBitCount,47
7772,60,2,15,25,50,18446744073709551615,SahlinBitCount,48
8157,60,2,15,25,50,18446744073709551615,SahlinBitCount,49
5991,60,2,15,25,50,18446744073709551615,SahlinBitCount,50
64752,60,2,15,25,50,18446744073709551615,SahlinBitCount,51
12323,60,2,15,25,50,18446744073709551615,SahlinBitCount,52
6147,60,2,15,25,50,18446744073709551615,SahlinBitCount,53
9475,60,2,15,25,50,18446744073709551615,SahlinBitCount,54
58906,60,2,15,25,50,18446744073709551615,SahlinBitCount,55
12941,60,2,15,25,50,18446744073709551615,SahlinBitCount,56
10776,60,2,15,25,50,18446744073709551615,SahlinBitCount,57
63810,60,2,15,25,50,18446744073709551615,SahlinBitCount,58
7649,60,2,15,25,50,18446744073709551615,SahlinBitCount,59
8180,60,2,15,25,50,18446744073709551615,SahlinBitCount,60
18681,60,2,15,25,50,18446744073709551615,SahlinBitCount,61
54963,60,2,15,25,50,18446744073709551615,SahlinBitCount,62
14399,60,2,15,25,50,18446744073709551615,SahlinBitCount,63
10090,60,2,15,25,50,18446744073709551615,SahlinBitCount,64
11832,60,2,15,25,50,18446744073709551615,SahlinBitCount,65
44691,60,2,15,25,50,18446744073709551615,SahlinBitCount,66
15060,60,2,15,25,50,18446744073709551615,SahlinBitCount,67
10635,60,2,15,25,50,18446744073709551615,SahlinBitCount,68
4872,60,2,15,25,50,18446744073709551615,SahlinBitCount,69
75487,60,2,15,25,50,18446744073709551615,SahlinBitCount,70
13765,60,2,15,25,50,18446744073709551615,SahlinBitCount,71
12436,60,2,15,25,50,18446744073709551615,SahlinBitCount,72
61597,60,2,15,25,50,18446744073709551615,SahlinBitCount,73
6507,60,2,15,25,50,18446744073709551615,SahlinBitCount,74
16610,60,2,15,25,50,18446744073709551615,SahlinBitCount,75
11080,60,2,15,25,50,18446744073709551615,SahlinBitCount,76
57663,60,2,15,25,50,18446744073709551615,SahlinBitCount,77
14263,60,2,15,25,50,18446744073709551615,SahlinBitCount,78
8382,60,2,15,25,50,18446744073709551615,SahlinBitCount,79
11804,60,2,15,25,50,18446744073709551615,SahlinBitCount,80
7753,60,2,15,25,50,18446744073709551615,SahlinBitCount,81
53346,60,2,15,25,50,18446744073709551615,SahlinBitCount,82
16140,60,2,15,25,50,18446744073709551615,SahlinBitCount,83
8391,60,2,15,25,50,18446744073709551615,SahlinBitCount,84
54215,60,2,15,25,50,18446744073709551615,SahlinBitCount,85
14331,60,2,15,25,50,18446744073709551615,SahlinBitCount,86
9346,60,2,15,25,50,18446744073709551615,SahlinBitCount,87
6860,60,2,15,25,50,18446744073709551615,SahlinBitCount,88
48226,60,2,15,25,50,18446744073709551615,SahlinBitCount,89
6012,60,2,15,25,50,18446744073709551615,SahlinBitCount,90
14060,60,2,15,25,50,18446744073709551615,SahlinBitCount,91
266937,60,2,15,25,50,18446744073709551615,SahlinBitCount,92
7349,60,2,15,25,50,18446744073709551615,SahlinBitCount,93
9798,60,2,15,25,50,18446744073709551615,SahlinBitCount,94
9169,60,2,15,25,50,18446744073709551615,SahlinBitCount,95
54695,60,2,15,25,50,18446744073709551615,SahlinBitCount,96
5765,60,2,15,25,50,18446744073709551615,SahlinBitCount,97
10962,60,2,15,25,50,18446744073709551615,SahlinBitCount,98
6857,60,2,15,25,50,18446744073709551615,SahlinBitCount,99
31454,60,2,15,25,50,18446744073709551615,SahlinBitCount,100
