TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
809,60,2,15,25,50,18446744073709551615,Shen,1
902,60,2,15,25,50,18446744073709551615,Shen,2
738,60,2,15,25,50,18446744073709551615,Shen,3
770,60,2,15,25,50,18446744073709551615,Shen,4
669,60,2,15,25,50,18446744073709551615,Shen,5
701,60,2,15,25,50,18446744073709551615,Shen,6
753,60,2,15,25,50,18446744073709551615,Shen,7
772,60,2,15,25,50,18446744073709551615,Shen,8
758,60,2,15,25,50,18446744073709551615,Shen,9
846,60,2,15,25,50,18446744073709551615,Shen,10
790,60,2,15,25,50,18446744073709551615,Shen,11
788,60,2,15,25,50,18446744073709551615,Shen,12
745,60,2,15,25,50,18446744073709551615,Shen,13
627,60,2,15,25,50,18446744073709551615,Shen,14
702,60,2,15,25,50,18446744073709551615,Shen,15
678,60,2,15,25,50,18446744073709551615,Shen,16
687,60,2,15,25,50,18446744073709551615,Shen,17
688,60,2,15,25,50,18446744073709551615,Shen,18
775,60,2,15,25,50,18446744073709551615,Shen,19
709,60,2,15,25,50,18446744073709551615,Shen,20
771,60,2,15,25,50,18446744073709551615,Shen,21
788,60,2,15,25,50,18446744073709551615,Shen,22
792,60,2,15,25,50,18446744073709551615,Shen,23
707,60,2,15,25,50,18446744073709551615,Shen,24
795,60,2,15,25,50,18446744073709551615,Shen,25
783,60,2,15,25,50,18446744073709551615,Shen,26
783,60,2,15,25,50,18446744073709551615,Shen,27
791,60,2,15,25,50,18446744073709551615,Shen,28
790,60,2,15,25,50,18446744073709551615,Shen,29
854,60,2,15,25,50,18446744073709551615,Shen,30
701,60,2,15,25,50,18446744073709551615,Shen,31
704,60,2,15,25,50,18446744073709551615,Shen,32
732,60,2,15,25,50,18446744073709551615,Shen,33
714,60,2,15,25,50,18446744073709551615,Shen,34
713,60,2,15,25,50,18446744073709551615,Shen,35
696,60,2,15,25,50,18446744073709551615,Shen,36
743,60,2,15,25,50,18446744073709551615,Shen,37
716,60,2,15,25,50,18446744073709551615,Shen,38
764,60,2,15,25,50,18446744073709551615,Shen,39
759,60,2,15,25,50,18446744073709551615,Shen,40
676,60,2,15,25,50,18446744073709551615,Shen,41
694,60,2,15,25,50,18446744073709551615,Shen,42
891,60,2,15,25,50,18446744073709551615,Shen,43
927,60,2,15,25,50,18446744073709551615,Shen,44
836,60,2,15,25,50,18446744073709551615,Shen,45
792,60,2,15,25,50,18446744073709551615,Shen,46
791,60,2,15,25,50,18446744073709551615,Shen,47
815,60,2,15,25,50,18446744073709551615,Shen,48
874,60,2,15,25,50,18446744073709551615,Shen,49
829,60,2,15,25,50,18446744073709551615,Shen,50
713,60,2,15,25,50,18446744073709551615,Shen,51
582,60,2,15,25,50,18446744073709551615,Shen,52
795,60,2,15,25,50,18446744073709551615,Shen,53
679,60,2,15,25,50,18446744073709551615,Shen,54
728,60,2,15,25,50,18446744073709551615,Shen,55
662,60,2,15,25,50,18446744073709551615,Shen,56
737,60,2,15,25,50,18446744073709551615,Shen,57
705,60,2,15,25,50,18446744073709551615,Shen,58
740,60,2,15,25,50,18446744073709551615,Shen,59
756,60,2,15,25,50,18446744073709551615,Shen,60
805,60,2,15,25,50,18446744073709551615,Shen,61
693,60,2,15,25,50,18446744073709551615,Shen,62
829,60,2,15,25,50,18446744073709551615,Shen,63
734,60,2,15,25,50,18446744073709551615,Shen,64
889,60,2,15,25,50,18446744073709551615,Shen,65
626,60,2,15,25,50,18446744073709551615,Shen,66
530,60,2,15,25,50,18446744073709551615,Shen,67
544,60,2,15,25,50,18446744073709551615,Shen,68
576,60,2,15,25,50,18446744073709551615,Shen,69
777,60,2,15,25,50,18446744073709551615,Shen,70
847,60,2,15,25,50,18446744073709551615,Shen,71
825,60,2,15,25,50,18446744073709551615,Shen,72
819,60,2,15,25,50,18446744073709551615,Shen,73
824,60,2,15,25,50,18446744073709551615,Shen,74
1002,60,2,15,25,50,18446744073709551615,Shen,75
586,60,2,15,25,50,18446744073709551615,Shen,76
562,60,2,15,25,50,18446744073709551615,Shen,77
559,60,2,15,25,50,18446744073709551615,Shen,78
514,60,2,15,25,50,18446744073709551615,Shen,79
644,60,2,15,25,50,18446744073709551615,Shen,80
793,60,2,15,25,50,18446744073709551615,Shen,81
819,60,2,15,25,50,18446744073709551615,Shen,82
744,60,2,15,25,50,18446744073709551615,Shen,83
785,60,2,15,25,50,18446744073709551615,Shen,84
709,60,2,15,25,50,18446744073709551615,Shen,85
692,60,2,15,25,50,18446744073709551615,Shen,86
769,60,2,15,25,50,18446744073709551615,Shen,87
724,60,2,15,25,50,18446744073709551615,Shen,88
776,60,2,15,25,50,18446744073709551615,Shen,89
743,60,2,15,25,50,18446744073709551615,Shen,90
784,60,2,15,25,50,18446744073709551615,Shen,91
827,60,2,15,25,50,18446744073709551615,Shen,92
781,60,2,15,25,50,18446744073709551615,Shen,93
903,60,2,15,25,50,18446744073709551615,Shen,94
976,60,2,15,25,50,18446744073709551615,Shen,95
874,60,2,15,25,50,18446744073709551615,Shen,96
769,60,2,15,25,50,18446744073709551615,Shen,97
801,60,2,15,25,50,18446744073709551615,Shen,98
793,60,2,15,25,50,18446744073709551615,Shen,99
731,60,2,15,25,50,18446744073709551615,Shen,100
