TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
28203,9960,2,15,25,50,18446744073709551615,GuoPibri,1
23597,9960,2,15,25,50,18446744073709551615,GuoPibri,2
23685,9960,2,15,25,50,18446744073709551615,GuoPibri,3
30848,9960,2,15,25,50,18446744073709551615,GuoPibri,4
29769,9960,2,15,25,50,18446744073709551615,GuoPibri,5
36767,9960,2,15,25,50,18446744073709551615,GuoPibri,6
34332,9960,2,15,25,50,18446744073709551615,GuoPibri,7
34998,9960,2,15,25,50,18446744073709551615,GuoPibri,8
28732,9960,2,15,25,50,18446744073709551615,GuoPibri,9
25387,9960,2,15,25,50,18446744073709551615,GuoPibri,10
