TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
238659,9960,2,15,25,1000,18446744073709551615,SahlinMod,1
241738,9960,2,15,25,1000,18446744073709551615,SahlinMod,2
238767,9960,2,15,25,1000,18446744073709551615,SahlinMod,3
228819,9960,2,15,25,1000,18446744073709551615,SahlinMod,4
294085,9960,2,15,25,1000,18446744073709551615,SahlinMod,5
326615,9960,2,15,25,1000,18446744073709551615,SahlinMod,6
256876,9960,2,15,25,1000,18446744073709551615,SahlinMod,7
229959,9960,2,15,25,1000,18446744073709551615,SahlinMod,8
219838,9960,2,15,25,1000,18446744073709551615,SahlinMod,9
228519,9960,2,15,25,1000,18446744073709551615,SahlinMod,10
