TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
829,60,2,15,25,50,18446744073709551615,GuoPibri,1
674,60,2,15,25,50,18446744073709551615,GuoPibri,2
663,60,2,15,25,50,18446744073709551615,GuoPibri,3
657,60,2,15,25,50,18446744073709551615,GuoPibri,4
727,60,2,15,25,50,18446744073709551615,GuoPibri,5
707,60,2,15,25,50,18446744073709551615,GuoPibri,6
655,60,2,15,25,50,18446744073709551615,GuoPibri,7
653,60,2,15,25,50,18446744073709551615,GuoPibri,8
654,60,2,15,25,50,18446744073709551615,GuoPibri,9
677,60,2,15,25,50,18446744073709551615,GuoPibri,10
740,60,2,15,25,50,18446744073709551615,GuoPibri,11
758,60,2,15,25,50,18446744073709551615,GuoPibri,12
629,60,2,15,25,50,18446744073709551615,GuoPibri,13
649,60,2,15,25,50,18446744073709551615,GuoPibri,14
664,60,2,15,25,50,18446744073709551615,GuoPibri,15
622,60,2,15,25,50,18446744073709551615,GuoPibri,16
642,60,2,15,25,50,18446744073709551615,GuoPibri,17
630,60,2,15,25,50,18446744073709551615,GuoPibri,18
638,60,2,15,25,50,18446744073709551615,GuoPibri,19
638,60,2,15,25,50,18446744073709551615,GuoPibri,20
625,60,2,15,25,50,18446744073709551615,GuoPibri,21
645,60,2,15,25,50,18446744073709551615,GuoPibri,22
673,60,2,15,25,50,18446744073709551615,GuoPibri,23
640,60,2,15,25,50,18446744073709551615,GuoPibri,24
639,60,2,15,25,50,18446744073709551615,GuoPibri,25
639,60,2,15,25,50,18446744073709551615,GuoPibri,26
651,60,2,15,25,50,18446744073709551615,GuoPibri,27
610,60,2,15,25,50,18446744073709551615,GuoPibri,28
652,60,2,15,25,50,18446744073709551615,GuoPibri,29
646,60,2,15,25,50,18446744073709551615,GuoPibri,30
772,60,2,15,25,50,18446744073709551615,GuoPibri,31
744,60,2,15,25,50,18446744073709551615,GuoPibri,32
692,60,2,15,25,50,18446744073709551615,GuoPibri,33
732,60,2,15,25,50,18446744073709551615,GuoPibri,34
738,60,2,15,25,50,18446744073709551615,GuoPibri,35
