TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
713,60,2,15,25,50,18446744073709551615,GuoPibri,36
751,60,2,15,25,50,18446744073709551615,GuoPibri,37
761,60,2,15,25,50,18446744073709551615,GuoPibri,38
725,60,2,15,25,50,18446744073709551615,GuoPibri,39
659,60,2,15,25,50,18446744073709551615,GuoPibri,40
659,60,2,15,25,50,18446744073709551615,GuoPibri,41
651,60,2,15,25,50,18446744073709551615,GuoPibri,42
650,60,2,15,25,50,18446744073709551615,GuoPibri,43
656,60,2,15,25,50,18446744073709551615,GuoPibri,44
664,60,2,15,25,50,18446744073709551615,GuoPibri,45
648,60,2,15,25,50,18446744073709551615,GuoPibri,46
643,60,2,15,25,50,18446744073709551615,GuoPibri,47
646,60,2,15,25,50,18446744073709551615,GuoPibri,48
650,60,2,15,25,50,18446744073709551615,GuoPibri,49
647,60,2,15,25,50,18446744073709551615,GuoPibri,50
897,60,2,15,25,50,18446744073709551615,GuoPibri,51
667,60,2,15,25,50,18446744073709551615,GuoPibri,52
772,60,2,15,25,50,18446744073709551615,GuoPibri,53
714,60,2,15,25,50,18446744073709551615,GuoPibri,54
1547,60,2,15,25,50,18446744073709551615,GuoPibri,55
647,60,2,15,25,50,18446744073709551615,GuoPibri,56
824,60,2,15,25,50,18446744073709551615,GuoPibri,57
666,60,2,15,25,50,18446744073709551615,GuoPibri,58
647,60,2,15,25,50,18446744073709551615,GuoPibri,59
663,60,2,15,25,50,18446744073709551615,GuoPibri,60
655,60,2,15,25,50,18446744073709551615,GuoPibri,61
650,60,2,15,25,50,18446744073709551615,GuoPibri,62
697,60,2,15,25,50,18446744073709551615,GuoPibri,63
678,60,2,15,25,50,18446744073709551615,GuoPibri,64
685,60,2,15,25,50,18446744073709551615,GuoPibri,65
723,60,2,15,25,50,18446744073709551615,GuoPibri,66
631,60,2,15,25,50,18446744073709551615,GuoPibri,67
649,60,2,15,25,50,18446744073709551615,GuoPibri,68
650,60,2,15,25,50,18446744073709551615,GuoPibri,69
687,60,2,15,25,50,18446744073709551615,GuoPibri,70
704,60,2,15,25,50,18446744073709551615,GuoPibri,71
598,60,2,15,25,50,18446744073709551615,GuoPibri,72
66598,60,2,15,25,50,18446744073709551615,GuoPibri,73
604,60,2,15,25,50,18446744073709551615,GuoPibri,74
703,60,2,15,25,50,18446744073709551615,GuoPibri,75
702,60,2,15,25,50,18446744073709551615,GuoPibri,76
641,60,2,15,25,50,18446744073709551615,GuoPibri,77
658,60,2,15,25,50,18446744073709551615,GuoPibri,78
647,60,2,15,25,50,18446744073709551615,GuoPibri,79
656,60,2,15,25,50,18446744073709551615,GuoPibri,80
676,60,2,15,25,50,18446744073709551615,GuoPibri,81
658,60,2,15,25,50,18446744073709551615,GuoPibri,82
624,60,2,15,25,50,18446744073709551615,GuoPibri,83
660,60,2,15,25,50,18446744073709551615,GuoPibri,84
761,60,2,15,25,50,18446744073709551615,GuoPibri,85
722,60,2,15,25,50,18446744073709551615,GuoPibri,86
747,60,2,15,25,50,18446744073709551615,GuoPibri,87
752,60,2,15,25,50,18446744073709551615,GuoPibri,88
744,60,2,15,25,50,18446744073709551615,GuoPibri,89
689,60,2,15,25,50,18446744073709551615,GuoPibri,90
638,60,2,15,25,50,18446744073709551615,GuoPibri,91
699,60,2,15,25,50,18446744073709551615,GuoPibri,92
618,60,2,15,25,50,18446744073709551615,GuoPibri,93
15362,60,2,15,25,50,18446744073709551615,GuoPibri,94
660,60,2,15,25,50,18446744073709551615,GuoPibri,95
1049,60,2,15,25,50,18446744073709551615,GuoPibri,96
664,60,2,15,25,50,18446744073709551615,GuoPibri,97
661,60,2,15,25,50,18446744073709551615,GuoPibri,98
646,60,2,15,25,50,18446744073709551615,GuoPibri,99
653,60,2,15,25,50,18446744073709551615,GuoPibri,100
