TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
259,60,2,15,25,50,18446744073709551615,XorVar,1
253,60,2,15,25,50,18446744073709551615,XorVar,2
250,60,2,15,25,50,18446744073709551615,XorVar,3
244,60,2,15,25,50,18446744073709551615,XorVar,4
197,60,2,15,25,50,18446744073709551615,XorVar,5
207,60,2,15,25,50,18446744073709551615,XorVar,6
236,60,2,15,25,50,18446744073709551615,XorVar,7
230,60,2,15,25,50,18446744073709551615,XorVar,8
235,60,2,15,25,50,18446744073709551615,XorVar,9
275,60,2,15,25,50,18446744073709551615,XorVar,10
250,60,2,15,25,50,18446744073709551615,XorVar,11
251,60,2,15,25,50,18446744073709551615,XorVar,12
248,60,2,15,25,50,18446744073709551615,XorVar,13
245,60,2,15,25,50,18446744073709551615,XorVar,14
245,60,2,15,25,50,18446744073709551615,XorVar,15
236,60,2,15,25,50,18446744073709551615,XorVar,16
172,60,2,15,25,50,18446744073709551615,XorVar,17
167,60,2,15,25,50,18446744073709551615,XorVar,18
188,60,2,15,25,50,18446744073709551615,XorVar,19
177,60,2,15,25,50,18446744073709551615,XorVar,20
179,60,2,15,25,50,18446744073709551615,XorVar,21
195,60,2,15,25,50,18446744073709551615,XorVar,22
170,60,2,15,25,50,18446744073709551615,XorVar,23
213,60,2,15,25,50,18446744073709551615,XorVar,24
255,60,2,15,25,50,18446744073709551615,XorVar,25
257,60,2,15,25,50,18446744073709551615,XorVar,26
260,60,2,15,25,50,18446744073709551615,XorVar,27
246,60,2,15,25,50,18446744073709551615,XorVar,28
254,60,2,15,25,50,18446744073709551615,XorVar,29
265,60,2,15,25,50,18446744073709551615,XorVar,30
264,60,2,15,25,50,18446744073709551615,XorVar,31
257,60,2,15,25,50,18446744073709551615,XorVar,32
257,60,2,15,25,50,18446744073709551615,XorVar,33
239,60,2,15,25,50,18446744073709551615,XorVar,34
233,60,2,15,25,50,18446744073709551615,XorVar,35
219,60,2,15,25,50,18446744073709551615,XorVar,36
223,60,2,15,25,50,18446744073709551615,XorVar,37
272,60,2,15,25,50,18446744073709551615,XorVar,38
243,60,2,15,25,50,18446744073709551615,XorVar,39
229,60,2,15,25,50,18446744073709551615,XorVar,40
218,60,2,15,25,50,18446744073709551615,XorVar,41
223,60,2,15,25,50,18446744073709551615,XorVar,42
223,60,2,15,25,50,18446744073709551615,XorVar,43
244,60,2,15,25,50,18446744073709551615,XorVar,44
250,60,2,15,25,50,18446744073709551615,XorVar,45
236,60,2,15,25,50,18446744073709551615,XorVar,46
231,60,2,15,25,50,18446744073709551615,XorVar,47
254,60,2,15,25,50,18446744073709551615,XorVar,48
257,60,2,15,25,50,18446744073709551615,XorVar,49
264,60,2,15,25,50,18446744073709551615,XorVar,50
262,60,2,15,25,50,18446744073709551615,XorVar,51
305,60,2,15,25,50,18446744073709551615,XorVar,52
249,60,2,15,25,50,18446744073709551615,XorVar,53
250,60,2,15,25,50,18446744073709551615,XorVar,54
247,60,2,15,25,50,18446744073709551615,XorVar,55
228,60,2,15,25,50,18446744073709551615,XorVar,56
218,60,2,15,25,50,18446744073709551615,XorVar,57
236,60,2,15,25,50,18446744073709551615,XorVar,58
274,60,2,15,25,50,18446744073709551615,XorVar,59
262,60,2,15,25,50,18446744073709551615,XorVar,60
261,60,2,15,25,50,18446744073709551615,XorVar,61
268,60,2,15,25,50,18446744073709551615,XorVar,62
267,60,2,15,25,50,18446744073709551615,XorVar,63
265,60,2,15,25,50,18446744073709551615,XorVar,64
258,60,2,15,25,50,18446744073709551615,XorVar,65
263,60,2,15,25,50,18446744073709551615,XorVar,66
251,60,2,15,25,50,18446744073709551615,XorVar,67
259,60,2,15,25,50,18446744073709551615,XorVar,68
258,60,2,15,25,50,18446744073709551615,XorVar,69
256,60,2,15,25,50,18446744073709551615,XorVar,70
265,60,2,15,25,50,18446744073709551615,XorVar,71
255,60,2,15,25,50,18446744073709551615,XorVar,72
255,60,2,15,25,50,18446744073709551615,XorVar,73
257,60,2,15,25,50,18446744073709551615,XorVar,74
258,60,2,15,25,50,18446744073709551615,XorVar,75
261,60,2,15,25,50,18446744073709551615,XorVar,76
258,60,2,15,25,50,18446744073709551615,XorVar,77
257,60,2,15,25,50,18446744073709551615,XorVar,78
268,60,2,15,25,50,18446744073709551615,XorVar,79
258,60,2,15,25,50,18446744073709551615,XorVar,80
261,60,2,15,25,50,18446744073709551615,XorVar,81
257,60,2,15,25,50,18446744073709551615,XorVar,82
252,60,2,15,25,50,18446744073709551615,XorVar,83
257,60,2,15,25,50,18446744073709551615,XorVar,84
254,60,2,15,25,50,18446744073709551615,XorVar,85
159,60,2,15,25,50,18446744073709551615,XorVar,86
188,60,2,15,25,50,18446744073709551615,XorVar,87
161,60,2,15,25,50,18446744073709551615,XorVar,88
178,60,2,15,25,50,18446744073709551615,XorVar,89
180,60,2,15,25,50,18446744073709551615,XorVar,90
160,60,2,15,25,50,18446744073709551615,XorVar,91
198,60,2,15,25,50,18446744073709551615,XorVar,92
247,60,2,15,25,50,18446744073709551615,XorVar,93
231,60,2,15,25,50,18446744073709551615,XorVar,94
275,60,2,15,25,50,18446744073709551615,XorVar,95
240,60,2,15,25,50,18446744073709551615,XorVar,96
243,60,2,15,25,50,18446744073709551615,XorVar,97
243,60,2,15,25,50,18446744073709551615,XorVar,98
253,60,2,15,25,50,18446744073709551615,XorVar,99
250,60,2,15,25,50,18446744073709551615,XorVar,100
