TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
29100,9960,2,15,25,50,18446744073709551615,Shen,1
28774,9960,2,15,25,50,18446744073709551615,Shen,2
24316,9960,2,15,25,50,18446744073709551615,Shen,3
25542,9960,2,15,25,50,18446744073709551615,Shen,4
27566,9960,2,15,25,50,18446744073709551615,Shen,5
24393,9960,2,15,25,50,18446744073709551615,Shen,6
26077,9960,2,15,25,50,18446744073709551615,Shen,7
32419,9960,2,15,25,50,18446744073709551615,Shen,8
22253,9960,2,15,25,50,18446744073709551615,Shen,9
22972,9960,2,15,25,50,18446744073709551615,Shen,10
