TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
18502,60,2,15,25,50,18446744073709551615,LiuPatroLi,1
22930,60,2,15,25,50,18446744073709551615,LiuPatroLi,2
12894,60,2,15,25,50,18446744073709551615,LiuPatroLi,3
11565,60,2,15,25,50,18446744073709551615,LiuPatroLi,4
8767,60,2,15,25,50,18446744073709551615,LiuPatroLi,5
119499,60,2,15,25,50,18446744073709551615,LiuPatroLi,6
11930,60,2,15,25,50,18446744073709551615,LiuPatroLi,7
17470,60,2,15,25,50,18446744073709551615,LiuPatroLi,8
43777,60,2,15,25,50,18446744073709551615,LiuPatroLi,9
11185,60,2,15,25,50,18446744073709551615,LiuPatroLi,10
6930,60,2,15,25,50,18446744073709551615,LiuPatroLi,11
10777,60,2,15,25,50,18446744073709551615,LiuPatroLi,12
54234,60,2,15,25,50,18446744073709551615,LiuPatroLi,13
8274,60,2,15,25,50,18446744073709551615,LiuPatroLi,14
5348,60,2,15,25,50,18446744073709551615,LiuPatroLi,15
6159,60,2,15,25,50,18446744073709551615,LiuPatroLi,16
73009,60,2,15,25,50,18446744073709551615,LiuPatroLi,17
16913,60,2,15,25,50,18446744073709551615,LiuPatroLi,18
8345,60,2,15,25,50,18446744073709551615,LiuPatroLi,19
8983,60,2,15,25,50,18446744073709551615,LiuPatroLi,20
42251,60,2,15,25,50,18446744073709551615,LiuPatroLi,21
10604,60,2,15,25,50,18446744073709551615,LiuPatroLi,22
6804,60,2,15,25,50,18446744073709551615,LiuPatroLi,23
7396,60,2,15,25,50,18446744073709551615,LiuPatroLi,24
56456,60,2,15,25,50,18446744073709551615,LiuPatroLi,25
7135,60,2,15,25,50,18446744073709551615,LiuPatroLi,26
9306,60,2,15,25,50,18446744073709551615,LiuPatroLi,27
44537,60,2,15,25,50,18446744073709551615,LiuPatroLi,28
11130,60,2,15,25,50,18446744073709551615,LiuPatroLi,29
6132,60,2,15,25,50,18446744073709551615,LiuPatroLi,30
9009,60,2,15,25,50,18446744073709551615,LiuPatroLi,31
8378,60,2,15,25,50,18446744073709551615,LiuPatroLi,32
52466,60,2,15,25,50,18446744073709551615,LiuPatroLi,33
8049,60,2,15,25,50,18446744073709551615,LiuPatroLi,34
8150,60,2,15,25,50,18446744073709551615,LiuPatroLi,35
6798,60,2,15,25,50,18446744073709551615,LiuPatroLi,36
107241,60,2,15,25,50,18446744073709551615,LiuPatroLi,37
14412,60,2,15,25,50,18446744073709551615,LiuPatroLi,38
7961,60,2,15,25,50,18446744073709551615,LiuPatroLi,39
48715,60,2,15,25,50,18446744073709551615,LiuPatroLi,40
9336,60,2,15,25,50,18446744073709551615,LiuPatroLi,41
7317,60,2,15,25,50,18446744073709551615,LiuPatroLi,42
6323,60,2,15,25,50,18446744073709551615,LiuPatroLi,43
6417,60,2,15,25,50,18446744073709551615,LiuPatroLi,44
104406,60,2,15,25,50,18446744073709551615,LiuPatroLi,45
11935,60,2,15,25,50,18446744073709551615,LiuPatroLi,46
8215,60,2,15,25,50,18446744073709551615,LiuPatroLi,47
59375,60,2,15,25,50,18446744073709551615,LiuPatroLi,48
9329,60,2,15,25,50,18446744073709551615,LiuPatroLi,49
6090,60,2,15,25,50,18446744073709551615,LiuPatroLi,50
11333,60,2,15,25,50,18446744073709551615,LiuPatroLi,51
56674,60,2,15,25,50,18446744073709551615,LiuPatroLi,52
12139,60,2,15,25,50,18446744073709551615,LiuPatroLi,53
6425,60,2,15,25,50,18446744073709551615,LiuPatroLi,54
7242,60,2,15,25,50,18446744073709551615,LiuPatroLi,55
33540,60,2,15,25,50,18446744073709551615,LiuPatroLi,56
6038,60,2,15,25,50,18446744073709551615,LiuPatroLi,57
7929,60,2,15,25,50,18446744073709551615,LiuPatroLi,58
59806,60,2,15,25,50,18446744073709551615,LiuPatroLi,59
7241,60,2,15,25,50,18446744073709551615,LiuPatroLi,60
6697,60,2,15,25,50,18446744073709551615,LiuPatroLi,61
9690,60,2,15,25,50,18446744073709551615,LiuPatroLi,62
8187,60,2,15,25,50,18446744073709551615,LiuPatroLi,63
68978,60,2,15,25,50,18446744073709551615,LiuPatroLi,64
9081,60,2,15,25,50,18446744073709551615,LiuPatroLi,65
9268,60,2,15,25,50,18446744073709551615,LiuPatroLi,66
13630,60,2,15,25,50,18446744073709551615,LiuPatroLi,67
62542,60,2,15,25,50,18446744073709551615,LiuPatroLi,68
6516,60,2,15,25,50,18446744073709551615,LiuPatroLi,69
6433,60,2,15,25,50,18446744073709551615,LiuPatroLi,70
52950,60,2,15,25,50,18446744073709551615,LiuPatroLi,71
7545,60,2,15,25,50,18446744073709551615,LiuPatroLi,72
8544,60,2,15,25,50,18446744073709551615,LiuPatroLi,73
7941,60,2,15,25,50,18446744073709551615,LiuPatroLi,74
61782,60,2,15,25,50,18446744073709551615,LiuPatroLi,75
9941,60,2,15,25,50,18446744073709551615,LiuPatroLi,76
11039,60,2,15,25,50,18446744073709551615,LiuPatroLi,77
7703,60,2,15,25,50,18446744073709551615,LiuPatroLi,78
81005,60,2,15,25,50,18446744073709551615,LiuPatroLi,79
13232,60,2,15,25,50,18446744073709551615,LiuPatroLi,80
16003,60,2,15,25,50,18446744073709551615,LiuPatroLi,81
42367,60,2,15,25,50,18446744073709551615,LiuPatroLi,82
14298,60,2,15,25,50,18446744073709551615,LiuPatroLi,83
7816,60,2,15,25,50,18446744073709551615,LiuPatroLi,84
7121,60,2,15,25,50,18446744073709551615,LiuPatroLi,85
249443,60,2,15,25,50,18446744073709551615,LiuPatroLi,86
17015,60,2,15,25,50,18446744073709551615,LiuPatroLi,87
6278,60,2,15,25,50,18446744073709551615,LiuPatroLi,88
6316,60,2,15,25,50,18446744073709551615,LiuPatroLi,89
39712,60,2,15,25,50,18446744073709551615,LiuPatroLi,90
13259,60,2,15,25,50,18446744073709551615,LiuPatroLi,91
10704,60,2,15,25,50,18446744073709551615,LiuPatroLi,92
60658,60,2,15,25,50,18446744073709551615,LiuPatroLi,93
12251,60,2,15,25,50,18446744073709551615,LiuPatroLi,94
10526,60,2,15,25,50,18446744073709551615,LiuPatroLi,95
10115,60,2,15,25,50,18446744073709551615,LiuPatroLi,96
30302,60,2,15,25,50,18446744073709551615,LiuPatroLi,97
7151,60,2,15,25,50,18446744073709551615,LiuPatroLi,98
6527,60,2,15,25,50,18446744073709551615,LiuPatroLi,99
6336,60,2,15,25,50,18446744073709551615,LiuPatroLi,100
