TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
22074,9960,2,15,25,50,18446744073709551615,SahlinBitCount,1
26460,9960,2,15,25,50,18446744073709551615,SahlinBitCount,2
27285,9960,2,15,25,50,18446744073709551615,SahlinBitCount,3
27479,9960,2,15,25,50,18446744073709551615,SahlinBitCount,4
27571,9960,2,15,25,50,18446744073709551615,SahlinBitCount,5
27151,9960,2,15,25,50,18446744073709551615,SahlinBitCount,6
26893,9960,2,15,25,50,18446744073709551615,SahlinBitCount,7
27848,9960,2,15,25,50,18446744073709551615,SahlinBitCount,8
27950,9960,2,15,25,50,18446744073709551615,SahlinBitCount,9
20870,9960,2,15,25,50,18446744073709551615,SahlinBitCount,10
