TimeExecution,NumberofSeeds,n,kmer_len,w_min,w_max,mask,seed_generator_method,Sample
7328,60,2,15,25,50,18446744073709551615,Shen,1
11054,60,2,15,25,50,18446744073709551615,Shen,2
11570,60,2,15,25,50,18446744073709551615,Shen,3
12012,60,2,15,25,50,18446744073709551615,Shen,4
7486,60,2,15,25,50,18446744073709551615,Shen,5
58254,60,2,15,25,50,18446744073709551615,Shen,6
11367,60,2,15,25,50,18446744073709551615,Shen,7
5846,60,2,15,25,50,18446744073709551615,Shen,8
5940,60,2,15,25,50,18446744073709551615,Shen,9
39537,60,2,15,25,50,18446744073709551615,Shen,10
7620,60,2,15,25,50,18446744073709551615,Shen,11
8601,60,2,15,25,50,18446744073709551615,Shen,12
37507,60,2,15,25,50,18446744073709551615,Shen,13
8585,60,2,15,25,50,18446744073709551615,Shen,14
10570,60,2,15,25,50,18446744073709551615,Shen,15
9220,60,2,15,25,50,18446744073709551615,Shen,16
49934,60,2,15,25,50,18446744073709551615,Shen,17
6074,60,2,15,25,50,18446744073709551615,Shen,18
9762,60,2,15,25,50,18446744073709551615,Shen,19
7742,60,2,15,25,50,18446744073709551615,Shen,20
130077,60,2,15,25,50,18446744073709551615,Shen,21
6841,60,2,15,25,50,18446744073709551615,Shen,22
14635,60,2,15,25,50,18446744073709551615,Shen,23
5098,60,2,15,25,50,18446744073709551615,Shen,24
64289,60,2,15,25,50,18446744073709551615,Shen,25
5831,60,2,15,25,50,18446744073709551615,Shen,26
6017,60,2,15,25,50,18446744073709551615,Shen,27
10880,60,2,15,25,50,18446744073709551615,Shen,28
109278,60,2,15,25,50,18446744073709551615,Shen,29
15218,60,2,15,25,50,18446744073709551615,Shen,30
5748,60,2,15,25,50,18446744073709551615,Shen,31
6682,60,2,15,25,50,18446744073709551615,Shen,32
157811,60,2,15,25,50,18446744073709551615,Shen,33
8573,60,2,15,25,50,18446744073709551615,Shen,34
6661,60,2,15,25,50,18446744073709551615,Shen,35
67949,60,2,15,25,50,18446744073709551615,Shen,36
5692,60,2,15,25,50,18446744073709551615,Shen,37
9560,60,2,15,25,50,18446744073709551615,Shen,38
8348,60,2,15,25,50,18446744073709551615,Shen,39
60190,60,2,15,25,50,18446744073709551615,Shen,40
6119,60,2,15,25,50,18446744073709551615,Shen,41
8588,60,2,15,25,50,18446744073709551615,Shen,42
7288,60,2,15,25,50,18446744073709551615,Shen,43
41036,60,2,15,25,50,18446744073709551615,Shen,44
11198,60,2,15,25,50,18446744073709551615,Shen,45
6000,60,2,15,25,50,18446744073709551615,Shen,46
10613,60,2,15,25,50,18446744073709551615,Shen,47
50339,60,2,15,25,50,18446744073709551615,Shen,48
5949,60,2,15,25,50,18446744073709551615,Shen,49
7113,60,2,15,25,50,18446744073709551615,Shen,50
48919,60,2,15,25,50,18446744073709551615,Shen,51
5953,60,2,15,25,50,18446744073709551615,Shen,52
12417,60,2,15,25,50,18446744073709551615,Shen,53
6169,60,2,15,25,50,18446744073709551615,Shen,54
54106,60,2,15,25,50,18446744073709551615,Shen,55
17932,60,2,15,25,50,18446744073709551615,Shen,56
10929,60,2,15,25,50,18446744073709551615,Shen,57
13718,60,2,15,25,50,18446744073709551615,Shen,58
7346,60,2,15,25,50,18446744073709551615,Shen,59
38517,60,2,15,25,50,18446744073709551615,Shen,60
9501,60,2,15,25,50,18446744073709551615,Shen,61
13201,60,2,15,25,50,18446744073709551615,Shen,62
10751,60,2,15,25,50,18446744073709551615,Shen,63
57690,60,2,15,25,50,18446744073709551615,Shen,64
12525,60,2,15,25,50,18446744073709551615,Shen,65
7412,60,2,15,25,50,18446744073709551615,Shen,66
9280,60,2,15,25,50,18446744073709551615,Shen,67
41876,60,2,15,25,50,18446744073709551615,Shen,68
10174,60,2,15,25,50,18446744073709551615,Shen,69
6163,60,2,15,25,50,18446744073709551615,Shen,70
42680,60,2,15,25,50,18446744073709551615,Shen,71
5752,60,2,15,25,50,18446744073709551615,Shen,72
23706,60,2,15,25,50,18446744073709551615,Shen,73
5919,60,2,15,25,50,18446744073709551615,Shen,74
33039,60,2,15,25,50,18446744073709551615,Shen,75
11012,60,2,15,25,50,18446744073709551615,Shen,76
5747,60,2,15,25,50,18446744073709551615,Shen,77
8261,60,2,15,25,50,18446744073709551615,Shen,78
35103,60,2,15,25,50,18446744073709551615,Shen,79
8259,60,2,15,25,50,18446744073709551615,Shen,80
9422,60,2,15,25,50,18446744073709551615,Shen,81
7128,60,2,15,25,50,18446744073709551615,Shen,82
51137,60,2,15,25,50,18446744073709551615,Shen,83
12008,60,2,15,25,50,18446744073709551615,Shen,84
8365,60,2,15,25,50,18446744073709551615,Shen,85
38875,60,2,15,25,50,18446744073709551615,Shen,86
6844,60,2,15,25,50,18446744073709551615,Shen,87
13994,60,2,15,25,50,18446744073709551615,Shen,88
10646,60,2,15,25,50,18446744073709551615,Shen,89
34563,60,2,15,25,50,18446744073709551615,Shen,90
7772,60,2,15,25,50,18446744073709551615,Shen,91
7371,60,2,15,25,50,18446744073709551615,Shen,92
13196,60,2,15,25,50,18446744073709551615,Shen,93
44939,60,2,15,25,50,18446744073709551615,Shen,94
8818,60,2,15,25,50,18446744073709551615,Shen,95
6266,60,2,15,25,50,18446744073709551615,Shen,96
8216,60,2,15,25,50,18446744073709551615,Shen,97
27039,60,2,15,25,50,18446744073709551615,Shen,98
9391,60,2,15,25,50,18446744073709551615,Shen,99
15050,60,2,15,25,50,18446744073709551615,Shen,100
