"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
"162","7","4.677419","29","59","1.927456e-08","6.191595e-09","WyHash","Shen","1"
