"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
"5502","1.6875","45.68182","48","59","1.436518e-12","3.046452e-13","NoHash","FastMAXor","1"
