"TimeofExecution","E-hits_metric_kmer2","E-hits_kmer3","E-hits_diff_kmer2","E-hits_kmer3","UniqueKmers_2","UniqueKmers_3","UniqueHashes","KS-test-diff_kmer2","KS-test-diff_kmer3","KS-test-kmer2","KS-test-kmer3","Sample"
35389,82.6673928830792,82.6848220769789,441107.133333333,154380.448275862,1377,1377,9939,0,0,1,0.999996021423783,5.5
