"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
"163","11.375","4.65625","24","59","6.191595e-09","3.338552e-12","ThomasWangHash","GuoPibri","1"
