"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
"171","8.5","6.107143","26","59","1.922644e-09","1.674657e-10","NoHash","SahlinMod","1"
