"TimeofExecution","E-hits_metric","E-hits-diff","UniqueKmers_2","UniqueHashes","KS-test-diff","KS-test-kmer2","HashMethod","RandStrobeMethod","Sample"
"130","5.206897","6.103448","29","59","4.744592e-07","4.697387e-11","NoHash","XorVar","1"
